name,date,bytes,isdir,datenum,Folder,path,Tm,Tn,PC1,PC2
0e80943a2e403830732d05ff1ce07463053a07cb.jpg,4/11/16 19:23,106801,FALSE,736431.8081,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/0e80943a2e403830732d05ff1ce07463053a07cb.jpg,607,947,83.5328,0.09567
1020d90b1714b187cef1b599cf55017c9b9fb3d6.jpg,4/11/16 19:22,140358,FALSE,736431.8073,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/1020d90b1714b187cef1b599cf55017c9b9fb3d6.jpg,949,947,27.7487,1.9163
1116d5b6d4bc3a4b280d2e8f1e6ab30c778d85b0.jpg,4/11/16 19:22,219915,FALSE,736431.8071,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/1116d5b6d4bc3a4b280d2e8f1e6ab30c778d85b0.jpg,1007,947,-10.9904,-0.051425
11a47e38e8c9c3e25484aaf3f4715897bf349668.jpg,4/11/16 19:23,96892,FALSE,736431.8078,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/11a47e38e8c9c3e25484aaf3f4715897bf349668.jpg,383,947,-12.0345,-0.48196
12851d93e5a4e40bbdc49bf434d4117cfb4ff54a.jpg,4/11/16 19:22,70111,FALSE,736431.8072,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/12851d93e5a4e40bbdc49bf434d4117cfb4ff54a.jpg,933,947,-13.2744,-0.45196
1380db9415fd77115c5dd3b3697a9f6749ff9213.jpg,4/11/16 19:23,230870,FALSE,736431.8077,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/1380db9415fd77115c5dd3b3697a9f6749ff9213.jpg,2133,947,-9.2137,-0.27417
13fe7b9d6942903064c915d9ed88824c098fcc28.jpg,4/11/16 19:21,70687,FALSE,736431.8069,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/13fe7b9d6942903064c915d9ed88824c098fcc28.jpg,355,947,-12.7054,-0.42253
141f9922dc204048230df887598db1834ad891f4.jpg,4/11/16 19:23,147358,FALSE,736431.8081,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/141f9922dc204048230df887598db1834ad891f4.jpg,627,947,-5.1858,-0.39875
1434656356c3b88a15366006f3376aaf60a50e72.jpg,4/11/16 19:23,114165,FALSE,736431.8077,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/1434656356c3b88a15366006f3376aaf60a50e72.jpg,703,947,-12.5534,-0.39307
14623ee8d02221ef11e559c99edaac967d632395.jpg,4/11/16 19:23,149366,FALSE,736431.8079,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/14623ee8d02221ef11e559c99edaac967d632395.jpg,1739,947,1.8003,0.32849
1478f4744856aa24767ef7f8e1ce3710806b179f.jpg,4/11/16 19:22,75883,FALSE,736431.8072,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/1478f4744856aa24767ef7f8e1ce3710806b179f.jpg,349,947,46.9454,0.070377
147e79838c47fcf9b9590411c9ef80f8ee86d098.jpg,4/11/16 19:23,183555,FALSE,736431.8077,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/147e79838c47fcf9b9590411c9ef80f8ee86d098.jpg,931,947,-4.7693,-0.309
14a4278911c701adaf5590a205e07066b4a0b4f1.jpg,4/11/16 19:23,112028,FALSE,736431.808,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/14a4278911c701adaf5590a205e07066b4a0b4f1.jpg,889,947,-12.9024,-0.42275
14d0c131142ca17e1d317951a4694fead4f7ed5f.jpg,4/11/16 19:22,82973,FALSE,736431.8075,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/14d0c131142ca17e1d317951a4694fead4f7ed5f.jpg,767,947,-0.31716,2.3407
155e2b46c1fb8c6ba17eaabbbab319641b8fdb5e.jpg,4/11/16 19:23,119796,FALSE,736431.8078,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/155e2b46c1fb8c6ba17eaabbbab319641b8fdb5e.jpg,641,947,-10.2756,-0.05722
1576011c030b0e90e70bde16d196c60959ef99c9.jpg,4/11/16 19:22,94860,FALSE,736431.8073,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/1576011c030b0e90e70bde16d196c60959ef99c9.jpg,691,947,-12.812,-0.43475
158822aec86d7a48107443de05dbc0d893ce33c2.jpg,4/11/16 19:23,84522,FALSE,736431.8078,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/158822aec86d7a48107443de05dbc0d893ce33c2.jpg,935,947,-12.6952,-0.15604
16071f5f5c4f692edd0688b2c4444381931145be.jpg,4/11/16 19:22,98171,FALSE,736431.8076,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/16071f5f5c4f692edd0688b2c4444381931145be.jpg,485,947,-12.2848,-0.3191
1608cb92299ff2102e5e00e1baae94fb63d72bf8.jpg,4/11/16 19:23,308592,FALSE,736431.8078,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/1608cb92299ff2102e5e00e1baae94fb63d72bf8.jpg,1401,947,46.863,-1.6481
1622027a8d46402958351d72f8bd2e708255a713.jpg,4/11/16 19:23,300163,FALSE,736431.8077,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/1622027a8d46402958351d72f8bd2e708255a713.jpg,1267,947,8.4416,0.66225
164e3d81ae812a6713eeca0912435759c4b61498.jpg,4/11/16 19:22,115233,FALSE,736431.807,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/164e3d81ae812a6713eeca0912435759c4b61498.jpg,731,947,-12.5433,-0.34925
1652ab80a1457534031856113a5eef1574a8160a.jpg,4/11/16 19:23,145947,FALSE,736431.8078,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/1652ab80a1457534031856113a5eef1574a8160a.jpg,1499,947,-12.8663,-0.36416
1683b3217c9bb6e63197c772006978ca4f647367.jpg,4/11/16 19:23,183453,FALSE,736431.8077,~/CC/Reverse_Plot/scrape_figures\dump/full/,~/CC/Reverse_Plot/scrape_figures\dump/full/1683b3217c9bb6e63197c772006978ca4f647367.jpg,1071,947,-12.2135,-0.24668
